#id	set	correctLabelW0orW1	warrant0	warrant1	reason	claim	debateTitle	debateInfo
2852843_141_A2JKETV64OU7DY	train_swap	0	[22, 444, 11, 18, 2067, 147, 902, 26, 19, 7, 452, 9, 3470, 8, 2037]	[22, 444, 11, 160, 2067, 8, 26, 19, 7, 452, 31, 3470, 8, 2037]	[1962, 8, 2149, 1828, 4, 19, 7, 2061, 14, 749, 1353, 21, 59, 10, 1193, 4, 15, 3836, 57, 3919, 6]	[1760, 2171, 123, 15, 7, 749, 519]	[103, 7, 1760, 2171, 89, 7, 1928, 947, 5]	[48, 3502, 21, 263, 16, 3, 64, 9, 2748, 2149, 8, 1962, 3599, 2073, 111, 2061, 111, 444, 41, 2815, 8, 2446, 6]
4594455_0_A3PILUAB7LZGWQ	train_swap	1	[73, 11, 4377, 101, 9, 3, 115]	[73, 11, 40, 137, 101, 9, 3, 115]	[102, 12, 10, 3, 143, 9, 7, 72, 75, 736, 4, 1456, 38, 34, 21, 12, 3, 73, 111, 143, 6]	[167, 502, 17, 10, 15, 176]	[25, 3, 167, 1933, 89, 1523, 5]	[1205, 30, 115, 16, 3, 402, 201, 366, 38, 50, 1899, 1826, 14, 12, 20, 130, 13, 74, 5]
4594455_0_A3PILUAB7LZGWQ	train_swap	0	[73, 11, 40, 137, 101, 9, 3, 115]	[73, 11, 4377, 101, 9, 3, 115]	[102, 12, 10, 3, 143, 9, 7, 72, 75, 736, 4, 1456, 38, 34, 21, 12, 3, 73, 111, 143, 6]	[167, 502, 17, 10, 15, 176]	[25, 3, 167, 1933, 89, 1523, 5]	[1205, 30, 115, 16, 3, 402, 201, 366, 38, 50, 1899, 1826, 14, 12, 20, 130, 13, 74, 5]
5061566_95_AE861G0AY5RGT	train_swap	0	[79, 45, 1260, 19, 3, 185, 365, 9, 1655]	[79, 45, 1260, 23, 18, 19, 3, 185, 365, 9, 1655]	[48, 5346, 1559, 141, 4, 2725, 2697, 85, 50, 1655, 14, 476, 9, 45, 1260, 6]	[1655, 36, 1781, 218, 3105]	[357, 1655, 4136, 1177, 4115, 5]	[97, 3691, 93, 30, 1836, 19, 3, 2637, 9, 7, 109, 34, 424, 3859, 560, 4083, 14, 3886, 8, 4061, 6]
5061566_95_AE861G0AY5RGT	train_swap	1	[79, 45, 1260, 23, 18, 19, 3, 185, 365, 9, 1655]	[79, 45, 1260, 19, 3, 185, 365, 9, 1655]	[48, 5346, 1559, 141, 4, 2725, 2697, 85, 50, 1655, 14, 476, 9, 45, 1260, 6]	[1655, 36, 1781, 218, 3105]	[357, 1655, 4136, 1177, 4115, 5]	[97, 3691, 93, 30, 1836, 19, 3, 2637, 9, 7, 109, 34, 424, 3859, 560, 4083, 14, 3886, 8, 4061, 6]
3124188_719_AE861G0AY5RGT	train_swap	1	[210, 2932, 144, 197, 4, 317, 4, 82, 8, 294, 564, 3, 3255, 9, 317, 254]	[210, 2932, 144, 2788, 4, 317, 4, 82, 8, 294, 564, 3, 3255, 9, 317, 254]	[128, 4394, 117, 197, 4, 317, 4, 82, 6]	[134, 174, 28, 317, 254, 11, 204]	[58, 134, 174, 28, 573, 723, 376, 5]	[351, 724, 28, 720, 716, 701, 362, 6, 351, 728, 28, 12, 713, 3, 616, 9, 3, 301, 6, 97, 12, 3, 710, 104, 267, 5]
3124188_719_AE861G0AY5RGT	train_swap	0	[210, 2932, 144, 2788, 4, 317, 4, 82, 8, 294, 564, 3, 3255, 9, 317, 254]	[210, 2932, 144, 197, 4, 317, 4, 82, 8, 294, 564, 3, 3255, 9, 317, 254]	[128, 4394, 117, 197, 4, 317, 4, 82, 6]	[134, 174, 28, 317, 254, 11, 204]	[58, 134, 174, 28, 573, 723, 376, 5]	[351, 724, 28, 720, 716, 701, 362, 6, 351, 728, 28, 12, 713, 3, 616, 9, 3, 301, 6, 97, 12, 3, 710, 104, 267, 5]
4366654_0_A1HKYY6XI2OHO1	train_swap	0	[2610, 11, 158, 4, 23, 54, 3, 2991, 29, 3, 2099]	[2610, 11, 18, 158, 4, 23, 54, 3, 2991, 29, 3, 2099]	[525, 17, 96, 3938, 4, 3089, 148, 6]	[525, 123, 835, 99, 202, 338]	[1099, 525, 1096, 611, 571, 1097, 5]	[272, 145, 1082, 815, 29, 202, 338, 14, 46, 569, 990, 9, 718, 270, 679, 211, 811, 13, 1037, 8, 650, 5]
4366654_0_A1HKYY6XI2OHO1	train_swap	1	[2610, 11, 18, 158, 4, 23, 54, 3, 2991, 29, 3, 2099]	[2610, 11, 158, 4, 23, 54, 3, 2991, 29, 3, 2099]	[525, 17, 96, 3938, 4, 3089, 148, 6]	[525, 123, 835, 99, 202, 338]	[1099, 525, 1096, 611, 571, 1097, 5]	[272, 145, 1082, 815, 29, 202, 338, 14, 46, 569, 990, 9, 718, 270, 679, 211, 811, 13, 1037, 8, 650, 5]
9853355_102_A24XBVPC9MYJVX	train_swap	1	[69, 101, 182, 201, 68, 100, 1852, 16, 22, 475, 8, 10, 905, 4, 2678, 1358, 14, 2359, 210, 100, 405, 15, 7, 83, 1134, 6]	[69, 101, 182, 59, 10, 68, 100, 1852, 16, 22, 475, 8, 10, 905, 4, 2678, 1358, 14, 2359, 210, 100, 405, 10, 15, 7, 83, 1134, 6]	[319, 321, 83, 8, 30, 2483, 32, 30, 182, 6]	[319, 35, 4, 19, 182]	[39, 319, 70, 4, 146, 2435, 5]	[601, 994, 66, 1539, 29, 535, 2357, 14, 119, 1487, 14, 24, 78, 1941, 746, 7, 417, 179, 6, 33, 21, 7, 44, 741, 5]
9853355_102_A24XBVPC9MYJVX	train_swap	0	[69, 101, 182, 59, 10, 68, 100, 1852, 16, 22, 475, 8, 10, 905, 4, 2678, 1358, 14, 2359, 210, 100, 405, 10, 15, 7, 83, 1134, 6]	[69, 101, 182, 201, 68, 100, 1852, 16, 22, 475, 8, 10, 905, 4, 2678, 1358, 14, 2359, 210, 100, 405, 15, 7, 83, 1134, 6]	[319, 321, 83, 8, 30, 2483, 32, 30, 182, 6]	[319, 35, 4, 19, 182]	[39, 319, 70, 4, 146, 2435, 5]	[601, 994, 66, 1539, 29, 535, 2357, 14, 119, 1487, 14, 24, 78, 1941, 746, 7, 417, 179, 6, 33, 21, 7, 44, 741, 5]
5377578_77_A1OYYWJ2B7OQTD	train_swap	1	[474, 345, 12, 1295, 65, 9, 2292, 1356]	[474, 12, 18, 345, 1295, 65, 9, 2292, 1356]	[128, 23, 18, 459, 55, 36, 15, 158, 4847, 4, 68, 7, 92, 34, 1143, 453, 224, 6]	[474, 59, 18, 35, 92, 34, 1143, 453]	[121, 474, 70, 329, 34, 1413, 1416, 5]	[127, 246, 3, 212, 91, 18, 355, 4, 681, 7, 453, 353, 50, 1418, 1426, 4, 1414, 1422, 6, 607, 751, 20, 91, 18, 355, 10, 4, 6]
5377578_77_A1OYYWJ2B7OQTD	train_swap	0	[474, 12, 18, 345, 1295, 65, 9, 2292, 1356]	[474, 345, 12, 1295, 65, 9, 2292, 1356]	[128, 23, 18, 459, 55, 36, 15, 158, 4847, 4, 68, 7, 92, 34, 1143, 453, 224, 6]	[474, 59, 18, 35, 92, 34, 1143, 453]	[121, 474, 70, 329, 34, 1413, 1416, 5]	[127, 246, 3, 212, 91, 18, 355, 4, 681, 7, 453, 353, 50, 1418, 1426, 4, 1414, 1422, 6, 607, 751, 20, 91, 18, 355, 10, 4, 6]
9419257_180_A104V8NZIQFN2F	train_swap	1	[245, 38, 17, 15, 7, 2607]	[245, 38, 17, 10, 15, 7, 2607]	[5370, 2966, 1938, 7, 4666, 29, 699, 4840, 8, 2624, 6]	[305, 17, 10, 1042, 575]	[25, 305, 1187, 1179, 5]	[305, 11, 1071, 176, 4, 669, 324, 6, 97, 11, 3, 461, 8, 465, 9, 575, 40, 1004, 14, 1104, 14, 1103, 8, 785, 5]
9419257_180_A104V8NZIQFN2F	train_swap	0	[245, 38, 17, 10, 15, 7, 2607]	[245, 38, 17, 15, 7, 2607]	[5370, 2966, 1938, 7, 4666, 29, 699, 4840, 8, 2624, 6]	[305, 17, 10, 1042, 575]	[25, 305, 1187, 1179, 5]	[305, 11, 1071, 176, 4, 669, 324, 6, 97, 11, 3, 461, 8, 465, 9, 575, 40, 1004, 14, 1104, 14, 1103, 8, 785, 5]
13653112_150_A1CF6U3GF7DZEJ	train_swap	1	[20, 12, 3, 85, 3053, 818, 49, 19]	[20, 12, 10, 3, 85, 3053, 818, 49, 19]	[48, 824, 12, 10, 243, 4741, 220, 279, 42, 2465, 6]	[47, 23, 18, 35, 3, 588]	[39, 47, 70, 3, 588, 5]	[349, 3, 504, 154, 9, 3, 296, 200, 15, 83, 912, 86, 3, 818, 144, 1085, 5]
13653112_150_A1CF6U3GF7DZEJ	train_swap	0	[20, 12, 10, 3, 85, 3053, 818, 49, 19]	[20, 12, 3, 85, 3053, 818, 49, 19]	[48, 824, 12, 10, 243, 4741, 220, 279, 42, 2465, 6]	[47, 23, 18, 35, 3, 588]	[39, 47, 70, 3, 588, 5]	[349, 3, 504, 154, 9, 3, 296, 200, 15, 83, 912, 86, 3, 818, 144, 1085, 5]
6104729_65_A1LZPWVZRTUZD0	train_swap	0	[98, 708, 11, 18, 3, 85, 64, 21, 166, 613, 3541]	[98, 708, 11, 3, 85, 64, 21, 166, 613, 3541]	[4189, 17, 10, 15, 3953, 41, 132, 14, 93, 26, 2084, 2360, 708, 6]	[649, 17, 15, 30, 432]	[58, 471, 297, 257, 559, 1252, 379, 649, 5]	[39, 3, 708, 166, 816, 354, 35, 4, 15, 30, 1089, 432, 14, 31, 11, 26, 421, 13, 3, 250, 9, 3, 166, 14, 8, 3, 150, 5]
6104729_65_A1LZPWVZRTUZD0	train_swap	1	[98, 708, 11, 3, 85, 64, 21, 166, 613, 3541]	[98, 708, 11, 18, 3, 85, 64, 21, 166, 613, 3541]	[4189, 17, 10, 15, 3953, 41, 132, 14, 93, 26, 2084, 2360, 708, 6]	[649, 17, 15, 30, 432]	[58, 471, 297, 257, 559, 1252, 379, 649, 5]	[39, 3, 708, 166, 816, 354, 35, 4, 15, 30, 1089, 432, 14, 31, 11, 26, 421, 13, 3, 250, 9, 3, 166, 14, 8, 3, 150, 5]
6812058_695_A104V8NZIQFN2F	train_swap	0	[682, 23, 18, 436, 3, 808, 57, 991]	[682, 436, 3, 808, 57, 991]	[102, 12, 22, 175, 4017, 86, 26, 106, 4, 155, 213, 21, 36, 778, 85, 276, 16, 3, 534, 1592, 6]	[455, 17, 15, 88]	[25, 455, 89, 805, 5]	[102, 28, 7, 875, 980, 16, 993, 14, 995, 8, 40, 3, 335, 6, 998, 59, 18, 829, 3, 213, 6, 25, 49, 124, 769, 42, 5]
6812058_695_A104V8NZIQFN2F	train_swap	1	[682, 436, 3, 808, 57, 991]	[682, 23, 18, 436, 3, 808, 57, 991]	[102, 12, 22, 175, 4017, 86, 26, 106, 4, 155, 213, 21, 36, 778, 85, 276, 16, 3, 534, 1592, 6]	[455, 17, 15, 88]	[25, 455, 89, 805, 5]	[102, 28, 7, 875, 980, 16, 993, 14, 995, 8, 40, 3, 335, 6, 998, 59, 18, 829, 3, 213, 6, 25, 49, 124, 769, 42, 5]
3176054_0_A1CF6U3GF7DZEJ	train_swap	0	[1614, 59, 10, 4242, 72, 75, 2805]	[1614, 4443, 72, 75, 2805]	[3604, 12, 7, 488, 6]	[129, 190, 23, 10, 495, 7, 238, 436]	[39, 129, 437, 950, 7, 788, 951, 5]	[127, 938, 106, 7, 988, 1043, 13, 324, 78, 159, 22, 38, 40, 137, 6, 97, 11, 216, 784, 16, 3, 210, 1100, 5]
3176054_0_A1CF6U3GF7DZEJ	train_swap	1	[1614, 4443, 72, 75, 2805]	[1614, 59, 10, 4242, 72, 75, 2805]	[3604, 12, 7, 488, 6]	[129, 190, 23, 10, 495, 7, 238, 436]	[39, 129, 437, 950, 7, 788, 951, 5]	[127, 938, 106, 7, 988, 1043, 13, 324, 78, 159, 22, 38, 40, 137, 6, 97, 11, 216, 784, 16, 3, 210, 1100, 5]
9417806_386_A2GHGJP29KRWOQ	train_swap	0	[147, 902, 24, 11, 337, 157, 22, 2177, 28, 8, 3632, 28]	[193, 11, 337, 157, 22, 2177, 28, 8, 3632, 28]	[763, 1837, 4, 203, 22, 1615, 6]	[305, 17, 10, 1042, 575]	[25, 305, 1187, 1179, 5]	[305, 11, 1071, 176, 4, 669, 324, 6, 97, 11, 3, 461, 8, 465, 9, 575, 40, 1004, 14, 1104, 14, 1103, 8, 785, 5]
9417806_386_A2GHGJP29KRWOQ	train_swap	1	[193, 11, 337, 157, 22, 2177, 28, 8, 3632, 28]	[147, 902, 24, 11, 337, 157, 22, 2177, 28, 8, 3632, 28]	[763, 1837, 4, 203, 22, 1615, 6]	[305, 17, 10, 1042, 575]	[25, 305, 1187, 1179, 5]	[305, 11, 1071, 176, 4, 669, 324, 6, 97, 11, 3, 461, 8, 465, 9, 575, 40, 1004, 14, 1104, 14, 1103, 8, 785, 5]
2326100_375_A1CF6U3GF7DZEJ	train_swap	1	[170, 514, 36, 2116, 538]	[170, 514, 36, 2116, 10, 538]	[47, 106, 3, 120, 4, 1277, 104, 24, 36, 10, 15, 1887, 6]	[445, 514, 17, 15, 639]	[25, 445, 1184, 89, 1524, 5]	[48, 1355, 1509, 13, 1400, 34, 1470, 367, 1257, 3, 226, 148, 1512, 32, 915, 6]
2326100_375_A1CF6U3GF7DZEJ	train_swap	0	[170, 514, 36, 2116, 10, 538]	[170, 514, 36, 2116, 538]	[47, 106, 3, 120, 4, 1277, 104, 24, 36, 10, 15, 1887, 6]	[445, 514, 17, 15, 639]	[25, 445, 1184, 89, 1524, 5]	[48, 1355, 1509, 13, 1400, 34, 1470, 367, 1257, 3, 226, 148, 1512, 32, 915, 6]
5373584_295_A3PILUAB7LZGWQ	train_swap	0	[474, 12, 192, 29, 3, 2949, 9, 52, 3717, 9, 1784, 446]	[474, 12, 192, 29, 3, 2949, 9, 4561, 446]	[329, 1143, 453, 16, 474, 46, 15, 7, 1753, 4, 7, 5200, 453, 5155, 8, 369, 3, 852, 9, 3, 120, 76, 4, 2665, 22, 175, 6]	[474, 154, 92, 34, 1143, 453]	[121, 474, 70, 329, 34, 1413, 1416, 5]	[127, 246, 3, 212, 91, 18, 355, 4, 681, 7, 453, 353, 50, 1418, 1426, 4, 1414, 1422, 6, 607, 751, 20, 91, 18, 355, 10, 4, 6]
5373584_295_A3PILUAB7LZGWQ	train_swap	1	[474, 12, 192, 29, 3, 2949, 9, 4561, 446]	[474, 12, 192, 29, 3, 2949, 9, 52, 3717, 9, 1784, 446]	[329, 1143, 453, 16, 474, 46, 15, 7, 1753, 4, 7, 5200, 453, 5155, 8, 369, 3, 852, 9, 3, 120, 76, 4, 2665, 22, 175, 6]	[474, 154, 92, 34, 1143, 453]	[121, 474, 70, 329, 34, 1413, 1416, 5]	[127, 246, 3, 212, 91, 18, 355, 4, 681, 7, 453, 353, 50, 1418, 1426, 4, 1414, 1422, 6, 607, 751, 20, 91, 18, 355, 10, 4, 6]
10099723_83_A34QZDSTKZ3JO9	train_swap	0	[3, 1474, 11, 204]	[3, 1474, 11, 18, 204]	[102, 28, 3, 95, 49, 123, 23, 32, 2829, 11, 18, 4929, 4, 274, 4435, 6]	[255, 12, 204]	[33, 255, 376, 5]	[48, 409, 12, 630, 4, 155, 492, 6, 619, 3, 934, 795, 841, 14, 31, 12, 20, 927, 148, 8, 931, 177, 5]
10099723_83_A34QZDSTKZ3JO9	train_swap	1	[3, 1474, 11, 18, 204]	[3, 1474, 11, 204]	[102, 28, 3, 95, 49, 123, 23, 32, 2829, 11, 18, 4929, 4, 274, 4435, 6]	[255, 12, 204]	[33, 255, 376, 5]	[48, 409, 12, 630, 4, 155, 492, 6, 619, 3, 934, 795, 841, 14, 31, 12, 20, 927, 148, 8, 931, 177, 5]
2323212_234_A1DJNUJZN8FE7N	train_swap	0	[43, 324, 23, 18, 19, 158, 61, 4, 1366]	[324, 21, 1366, 22, 61, 23, 18, 495, 2510, 61]	[48, 2349, 8, 514, 8, 578, 4, 1543, 8, 324, 21, 1366, 22, 61, 29, 42, 6]	[445, 514, 17, 10, 15, 639]	[25, 445, 1184, 89, 1524, 5]	[48, 1355, 1509, 13, 1400, 34, 1470, 367, 1257, 3, 226, 148, 1512, 32, 915, 6]
2323212_234_A1DJNUJZN8FE7N	train_swap	1	[324, 21, 1366, 22, 61, 23, 18, 495, 2510, 61]	[43, 324, 23, 18, 19, 158, 61, 4, 1366]	[48, 2349, 8, 514, 8, 578, 4, 1543, 8, 324, 21, 1366, 22, 61, 29, 42, 6]	[445, 514, 17, 10, 15, 639]	[25, 445, 1184, 89, 1524, 5]	[48, 1355, 1509, 13, 1400, 34, 1470, 367, 1257, 3, 226, 148, 1512, 32, 915, 6]
2567078_365_AYFOAD75CRBKE	train_swap	1	[26, 576, 7, 72, 1605]	[26, 23, 18, 576, 7, 72, 1605]	[2175, 3, 1536, 12, 1198, 14, 218, 1131, 1118, 27, 10, 15, 1903, 4, 1885, 1075, 6]	[1320, 27, 10, 15, 1542, 13, 72, 322]	[103, 1320, 89, 2161, 13, 286, 960, 5]	[25, 7, 134, 2164, 1802, 1290, 15, 890, 13, 2133, 7, 2163, 16, 425, 218, 34, 1131, 1385, 5]
2567078_365_AYFOAD75CRBKE	train_swap	0	[26, 23, 18, 576, 7, 72, 1605]	[26, 576, 7, 72, 1605]	[2175, 3, 1536, 12, 1198, 14, 218, 1131, 1118, 27, 10, 15, 1903, 4, 1885, 1075, 6]	[1320, 27, 10, 15, 1542, 13, 72, 322]	[103, 1320, 89, 2161, 13, 286, 960, 5]	[25, 7, 134, 2164, 1802, 1290, 15, 890, 13, 2133, 7, 2163, 16, 425, 218, 34, 1131, 1385, 5]
11411383_255_A1DJNUJZN8FE7N	train_swap	1	[20, 28, 404, 661, 4, 567, 54, 38]	[20, 28, 10, 404, 661, 4, 567, 54, 38]	[198, 59, 30, 567, 53, 44, 6]	[198, 17, 10, 15, 265, 13, 54, 38]	[297, 198, 289, 13, 240, 302]	[25, 73, 60, 176, 15, 88, 4, 56, 223, 31, 428, 426, 50, 245, 22, 38, 463, 5]
11411383_255_A1DJNUJZN8FE7N	train_swap	0	[20, 28, 10, 404, 661, 4, 567, 54, 38]	[20, 28, 404, 661, 4, 567, 54, 38]	[198, 59, 30, 567, 53, 44, 6]	[198, 17, 10, 15, 265, 13, 54, 38]	[297, 198, 289, 13, 240, 302]	[25, 73, 60, 176, 15, 88, 4, 56, 223, 31, 428, 426, 50, 245, 22, 38, 463, 5]
4367203_79_A2GHGJP29KRWOQ	train_swap	1	[3, 1055, 4, 3303, 2579, 2647, 12, 117, 69, 92]	[3, 1055, 4, 3303, 2579, 2647, 12, 18, 69, 92]	[5362, 123, 4774, 2647, 5011, 2579, 6]	[525, 123, 835, 99, 202, 338]	[1099, 525, 1096, 611, 571, 1097, 5]	[272, 145, 1082, 815, 29, 202, 338, 14, 46, 569, 990, 9, 718, 270, 679, 211, 811, 13, 1037, 8, 650, 5]
4367203_79_A2GHGJP29KRWOQ	train_swap	0	[3, 1055, 4, 3303, 2579, 2647, 12, 18, 69, 92]	[3, 1055, 4, 3303, 2579, 2647, 12, 117, 69, 92]	[5362, 123, 4774, 2647, 5011, 2579, 6]	[525, 123, 835, 99, 202, 338]	[1099, 525, 1096, 611, 571, 1097, 5]	[272, 145, 1082, 815, 29, 202, 338, 14, 46, 569, 990, 9, 718, 270, 679, 211, 811, 13, 1037, 8, 650, 5]
5447986_0_AA7ASGQEOMKEZ	train_swap	0	[111, 2933, 111, 12, 7, 1451, 986, 9, 3149]	[111, 2933, 111, 12, 10, 7, 1451, 986, 9, 3149]	[439, 1944, 37, 4, 82, 13, 132, 16, 812, 4, 1377, 21, 3, 393, 12, 3809, 9, 448, 14, 363, 82, 6]	[241, 491, 59, 18, 538, 87, 37]	[39, 241, 439, 584, 165, 168, 5]	[25, 3, 71, 56, 510, 4, 234, 451, 400, 14, 31, 11, 346, 7, 258, 34, 258, 5]
5447986_0_AA7ASGQEOMKEZ	train_swap	1	[111, 2933, 111, 12, 10, 7, 1451, 986, 9, 3149]	[111, 2933, 111, 12, 7, 1451, 986, 9, 3149]	[439, 1944, 37, 4, 82, 13, 132, 16, 812, 4, 1377, 21, 3, 393, 12, 3809, 9, 448, 14, 363, 82, 6]	[241, 491, 59, 18, 538, 87, 37]	[39, 241, 439, 584, 165, 168, 5]	[25, 3, 71, 56, 510, 4, 234, 451, 400, 14, 31, 11, 346, 7, 258, 34, 258, 5]
9312464_700_A104V8NZIQFN2F	train_swap	0	[1144, 36, 68, 30, 53, 1235, 705, 1481, 9, 591]	[1144, 36, 68, 30, 53, 1235, 705, 85, 93, 26, 11, 4422]	[1094, 46, 336, 13, 1290, 4, 19, 429, 2230, 6]	[332, 4, 447]	[368, 350, 31, 332, 4, 350]	[25, 232, 23, 344, 32, 591, 5]
9312464_700_A104V8NZIQFN2F	train_swap	1	[1144, 36, 68, 30, 53, 1235, 705, 85, 93, 26, 11, 4422]	[1144, 36, 68, 30, 53, 1235, 705, 1481, 9, 591]	[1094, 46, 336, 13, 1290, 4, 19, 429, 2230, 6]	[332, 4, 447]	[368, 350, 31, 332, 4, 350]	[25, 232, 23, 344, 32, 591, 5]
9419257_10_A34QZDSTKZ3JO9	train_swap	0	[2432, 12, 18, 196, 4, 80]	[2432, 12, 196, 4, 80]	[601, 535, 311, 23, 18, 2457, 3, 4019, 9, 2432, 6]	[305, 17, 10, 1042, 575]	[25, 305, 1187, 1179, 5]	[305, 11, 1071, 176, 4, 669, 324, 6, 97, 11, 3, 461, 8, 465, 9, 575, 40, 1004, 14, 1104, 14, 1103, 8, 785, 5]
9419257_10_A34QZDSTKZ3JO9	train_swap	1	[2432, 12, 196, 4, 80]	[2432, 12, 18, 196, 4, 80]	[601, 535, 311, 23, 18, 2457, 3, 4019, 9, 2432, 6]	[305, 17, 10, 1042, 575]	[25, 305, 1187, 1179, 5]	[305, 11, 1071, 176, 4, 669, 324, 6, 97, 11, 3, 461, 8, 465, 9, 575, 40, 1004, 14, 1104, 14, 1103, 8, 785, 5]
6066271_10_AB98SGS280TY5	train_swap	1	[314, 36, 160, 15, 7, 304, 143]	[314, 59, 18, 160, 19, 4, 15, 7, 304, 143]	[960, 16, 247, 4056, 11, 307, 8, 55, 57, 488, 953, 543, 8, 237, 11, 3935, 6]	[605, 12, 359, 93, 20, 28, 247]	[33, 605, 1136, 481, 102, 28, 897, 5]	[103, 639, 314, 372, 15, 307, 8, 132, 9, 930, 5, 287, 17, 270, 180, 314, 793, 5]
6066271_10_AB98SGS280TY5	train_swap	0	[314, 59, 18, 160, 19, 4, 15, 7, 304, 143]	[314, 36, 160, 15, 7, 304, 143]	[960, 16, 247, 4056, 11, 307, 8, 55, 57, 488, 953, 543, 8, 237, 11, 3935, 6]	[605, 12, 359, 93, 20, 28, 247]	[33, 605, 1136, 481, 102, 28, 897, 5]	[103, 639, 314, 372, 15, 307, 8, 132, 9, 930, 5, 287, 17, 270, 180, 314, 793, 5]
8892337_0_A3C9GGDXBZW62D	train_swap	1	[37, 17, 18, 1218, 125]	[37, 17, 1218, 125]	[128, 19, 420, 3985, 8, 262, 3948, 96, 269, 119, 1623, 919, 117, 1819, 125, 4, 699, 6]	[168, 17, 15, 615, 1623]	[33, 3622, 3619, 5]	[134, 72, 75, 486, 979, 16, 3, 113, 23, 10, 498, 3, 911, 9, 1623, 6, 607, 17, 37, 15, 615, 20, 603, 5]
8892337_0_A3C9GGDXBZW62D	train_swap	0	[37, 17, 1218, 125]	[37, 17, 18, 1218, 125]	[128, 19, 420, 3985, 8, 262, 3948, 96, 269, 119, 1623, 919, 117, 1819, 125, 4, 699, 6]	[168, 17, 15, 615, 1623]	[33, 3622, 3619, 5]	[134, 72, 75, 486, 979, 16, 3, 113, 23, 10, 498, 3, 911, 9, 1623, 6, 607, 17, 37, 15, 615, 20, 603, 5]
3170953_334_A1I4CYG5YDFTYM	train_swap	0	[72, 66, 23, 18, 56, 61, 13, 3376, 38, 14, 137, 1352, 12, 52, 997, 1299, 21, 2115, 802, 744]	[72, 66, 56, 61, 13, 3376, 38, 14, 137, 1352, 12, 52, 997, 1299, 21, 2115, 802, 744]	[5372, 17, 10, 15, 5024, 4, 7, 417, 78, 75, 22, 38, 40, 137, 14, 4949, 3, 114, 9, 3, 72, 6]	[129, 190, 23, 10, 495, 7, 238, 436]	[39, 129, 437, 950, 7, 788, 951, 5]	[127, 938, 106, 7, 988, 1043, 13, 324, 78, 159, 22, 38, 40, 137, 6, 97, 11, 216, 784, 16, 3, 210, 1100, 5]
3170953_334_A1I4CYG5YDFTYM	train_swap	1	[72, 66, 56, 61, 13, 3376, 38, 14, 137, 1352, 12, 52, 997, 1299, 21, 2115, 802, 744]	[72, 66, 23, 18, 56, 61, 13, 3376, 38, 14, 137, 1352, 12, 52, 997, 1299, 21, 2115, 802, 744]	[5372, 17, 10, 15, 5024, 4, 7, 417, 78, 75, 22, 38, 40, 137, 14, 4949, 3, 114, 9, 3, 72, 6]	[129, 190, 23, 10, 495, 7, 238, 436]	[39, 129, 437, 950, 7, 788, 951, 5]	[127, 938, 106, 7, 988, 1043, 13, 324, 78, 159, 22, 38, 40, 137, 6, 97, 11, 216, 784, 16, 3, 210, 1100, 5]
2700020_649_A3C9GGDXBZW62D	train_swap	1	[219, 125, 162, 12, 10, 1078]	[219, 125, 162, 12, 1078]	[3570, 45, 556, 12, 30, 125, 288, 53, 372, 564, 6]	[112, 35, 122, 62]	[39, 112, 70, 261, 298, 5]	[140, 122, 62, 67, 230, 40, 43, 253, 14, 77, 23, 37, 263, 4, 214, 5]
2700020_649_A3C9GGDXBZW62D	train_swap	0	[219, 125, 162, 12, 1078]	[219, 125, 162, 12, 10, 1078]	[3570, 45, 556, 12, 30, 125, 288, 53, 372, 564, 6]	[112, 35, 122, 62]	[39, 112, 70, 261, 298, 5]	[140, 122, 62, 67, 230, 40, 43, 253, 14, 77, 23, 37, 263, 4, 214, 5]
9841537_340_A34QZDSTKZ3JO9	train_swap	1	[497, 34, 1788, 873, 3, 120, 7, 44, 403]	[497, 34, 1788, 59, 18, 370, 3, 120, 7, 44, 403]	[102, 12, 202, 4, 673, 7, 136, 2897, 16, 497, 34, 1788, 6]	[120, 17, 10, 673, 181]	[33, 52, 1049, 29, 181, 1047, 5]	[25, 3, 296, 200, 8, 216, 972, 1035, 787, 1023, 180, 181, 16, 638, 4, 3, 290, 853, 28, 1028, 96, 9, 691, 406, 5]
9841537_340_A34QZDSTKZ3JO9	train_swap	0	[497, 34, 1788, 59, 18, 370, 3, 120, 7, 44, 403]	[497, 34, 1788, 873, 3, 120, 7, 44, 403]	[102, 12, 202, 4, 673, 7, 136, 2897, 16, 497, 34, 1788, 6]	[120, 17, 10, 673, 181]	[33, 52, 1049, 29, 181, 1047, 5]	[25, 3, 296, 200, 8, 216, 972, 1035, 787, 1023, 180, 181, 16, 638, 4, 3, 290, 853, 28, 1028, 96, 9, 691, 406, 5]
6003165_166_A34QZDSTKZ3JO9	train_swap	0	[49, 91, 18, 126, 328, 1305, 3166]	[49, 27, 126, 328, 1305, 3166]	[47, 27, 126, 328, 1305, 4, 1441, 180, 3, 1489, 9, 3, 135, 2663, 1628, 6]	[47, 35, 30, 973, 105, 1040, 149]	[39, 47, 70, 271, 1534, 1535, 1254, 1407, 5]	[306, 227, 46, 15, 752, 86, 49, 1258, 1013, 83, 6, 287, 751, 49, 203, 158, 14, 8, 360, 1334, 13, 45, 837, 6]
