#id	set	correctLabelW0orW1	warrant0	warrant1	reason	claim	debateTitle	debateInfo
7952666_0_A1DJNUJZN8FE7N	train_swap	0	[19, 41, 20, 157, 4, 1252]	[19, 157, 4, 1252, 367]	[53, 36, 390, 3459, 226, 2165, 6]	[32, 27, 53]	[18, 32, 72, 27, 53, 5]	[46, 10, 53, 14, 16, 9, 84, 13, 26, 200, 5]
7952666_0_A1DJNUJZN8FE7N	train_swap	1	[19, 157, 4, 1252, 367]	[19, 41, 20, 157, 4, 1252]	[53, 36, 390, 3459, 226, 2165, 6]	[32, 27, 53]	[18, 32, 72, 27, 53, 5]	[46, 10, 53, 14, 16, 9, 84, 13, 26, 200, 5]
3172268_382_A1I4CYG5YDFTYM	train_swap	1	[19, 8, 187, 55, 899, 75, 4, 1704, 115, 9, 13, 15, 2487, 9, 2964, 14, 189, 517, 4, 170]	[19, 8, 187, 55, 899, 75, 4, 1704, 115, 9, 13, 11, 15, 2487, 9, 2964, 14, 189, 517, 4, 170]	[3, 61, 54, 347, 154, 2122, 4279, 39, 7, 370, 4, 170, 16, 11, 127, 3, 493, 178, 6]	[63, 133, 18, 11, 311, 7, 177, 291]	[18, 63, 133, 311, 7, 177, 291, 5]	[51, 852, 113, 7, 844, 939, 14, 328, 91, 144, 25, 37, 40, 63, 6, 46, 10, 189, 724, 17, 3, 80, 984, 5]
3172268_382_A1I4CYG5YDFTYM	train_swap	0	[19, 8, 187, 55, 899, 75, 4, 1704, 115, 9, 13, 11, 15, 2487, 9, 2964, 14, 189, 517, 4, 170]	[19, 8, 187, 55, 899, 75, 4, 1704, 115, 9, 13, 15, 2487, 9, 2964, 14, 189, 517, 4, 170]	[3, 61, 54, 347, 154, 2122, 4279, 39, 7, 370, 4, 170, 16, 11, 127, 3, 493, 178, 6]	[63, 133, 18, 11, 311, 7, 177, 291]	[18, 63, 133, 311, 7, 177, 291, 5]	[51, 852, 113, 7, 844, 939, 14, 328, 91, 144, 25, 37, 40, 63, 6, 46, 10, 189, 724, 17, 3, 80, 984, 5]
7327906_1007_A1DJNUJZN8FE7N	train_swap	0	[1594, 1604, 10, 1737]	[1594, 1604, 3905, 126, 17, 3, 791]	[7, 478, 4620, 1919, 109, 55, 1594, 4508, 6]	[32, 27, 478, 752]	[18, 32, 27, 478, 752, 5]	[24, 478, 1113, 571, 575, 17, 7, 226, 1241, 1519, 28, 498, 5]
7327906_1007_A1DJNUJZN8FE7N	train_swap	1	[1594, 1604, 3905, 126, 17, 3, 791]	[1594, 1604, 10, 1737]	[7, 478, 4620, 1919, 109, 55, 1594, 4508, 6]	[32, 27, 478, 752]	[18, 32, 27, 478, 752, 5]	[24, 478, 1113, 571, 575, 17, 7, 226, 1241, 1519, 28, 498, 5]
7237604_435_AE861G0AY5RGT	train_swap	1	[77, 1654, 8, 46, 2697, 3, 439, 12, 1304]	[77, 1654, 8, 11, 46, 2697, 3, 439, 12, 1304]	[504, 337, 10, 1654, 9, 2388, 12, 1030, 6]	[504, 337, 78, 29, 418]	[18, 504, 337, 18, 29, 418, 52, 38, 5]	[613, 21, 1003, 898, 35, 140, 1308, 16, 95, 319, 21, 767, 70, 51, 1092, 1030, 6, 10, 26, 161, 3, 117, 276, 30, 127, 29, 1244, 5]
7237604_435_AE861G0AY5RGT	train_swap	0	[77, 1654, 8, 11, 46, 2697, 3, 439, 12, 1304]	[77, 1654, 8, 46, 2697, 3, 439, 12, 1304]	[504, 337, 10, 1654, 9, 2388, 12, 1030, 6]	[504, 337, 78, 29, 418]	[18, 504, 337, 18, 29, 418, 52, 38, 5]	[613, 21, 1003, 898, 35, 140, 1308, 16, 95, 319, 21, 767, 70, 51, 1092, 1030, 6, 10, 26, 161, 3, 117, 276, 30, 127, 29, 1244, 5]
12013086_0_A1DJNUJZN8FE7N	train_swap	1	[19, 8, 319, 7, 928, 2329, 14, 82, 79]	[19, 8, 7, 928, 2329, 92, 14, 38, 79]	[207, 8, 389, 4, 390, 79, 16, 19, 8, 7, 928, 2329, 6]	[207, 405, 313]	[41, 207, 145, 82, 79, 30, 38, 64, 5]	[18, 139, 626, 436, 82, 599, 48, 77, 567, 30, 18, 26, 137, 14, 356, 313, 17, 7, 698, 16, 289, 35, 368, 502, 5]
12013086_0_A1DJNUJZN8FE7N	train_swap	0	[19, 8, 7, 928, 2329, 92, 14, 38, 79]	[19, 8, 319, 7, 928, 2329, 14, 82, 79]	[207, 8, 389, 4, 390, 79, 16, 19, 8, 7, 928, 2329, 6]	[207, 405, 313]	[41, 207, 145, 82, 79, 30, 38, 64, 5]	[18, 139, 626, 436, 82, 599, 48, 77, 567, 30, 18, 26, 137, 14, 356, 313, 17, 7, 698, 16, 289, 35, 368, 502, 5]
2699384_479_AE861G0AY5RGT	train_swap	1	[3, 92, 758, 75, 4, 96, 103, 7, 527, 8, 4, 173, 19, 299, 1602]	[49, 8, 67, 106, 758, 75, 4, 96, 103, 7, 527]	[231, 27, 4, 96, 103, 50, 611, 6]	[65, 27, 105, 74]	[18, 65, 27, 270, 295, 5]	[28, 105, 74, 77, 235, 40, 45, 245, 16, 46, 18, 34, 274, 4, 218, 5]
2699384_479_AE861G0AY5RGT	train_swap	0	[49, 8, 67, 106, 758, 75, 4, 96, 103, 7, 527]	[3, 92, 758, 75, 4, 96, 103, 7, 527, 8, 4, 173, 19, 299, 1602]	[231, 27, 4, 96, 103, 50, 611, 6]	[65, 27, 105, 74]	[18, 65, 27, 270, 295, 5]	[28, 105, 74, 77, 235, 40, 45, 245, 16, 46, 18, 34, 274, 4, 218, 5]
9863414_511_A1I4CYG5YDFTYM	train_swap	0	[19, 8, 1251, 4, 460, 3, 82, 1375, 12, 3, 758, 392, 193, 71, 106, 41, 20, 281, 17, 3, 1676]	[19, 8, 804, 4, 15, 7, 406, 12, 3, 758, 392, 193, 71, 106, 41, 20, 281, 17, 3, 1676]	[315, 179, 392, 36, 107, 28, 179, 3137, 306, 6]	[34, 13, 281, 179, 392]	[13, 34, 281, 33, 392, 30, 179, 5]	[8, 315, 17, 7, 1168, 267, 3, 395, 5, 41, 315, 490, 514, 1100, 70, 33, 3, 171, 58, 173, 171, 5]
9863414_511_A1I4CYG5YDFTYM	train_swap	1	[19, 8, 804, 4, 15, 7, 406, 12, 3, 758, 392, 193, 71, 106, 41, 20, 281, 17, 3, 1676]	[19, 8, 1251, 4, 460, 3, 82, 1375, 12, 3, 758, 392, 193, 71, 106, 41, 20, 281, 17, 3, 1676]	[315, 179, 392, 36, 107, 28, 179, 3137, 306, 6]	[34, 13, 281, 179, 392]	[13, 34, 281, 33, 392, 30, 179, 5]	[8, 315, 17, 7, 1168, 267, 3, 395, 5, 41, 315, 490, 514, 1100, 70, 33, 3, 171, 58, 173, 171, 5]
3282588_59_A1DJNUJZN8FE7N	train_swap	0	[178, 243, 871, 905, 487, 2442]	[178, 243, 871, 630, 487, 2442]	[51, 12, 97, 1288, 10, 610, 590, 12, 178, 243, 16, 3474, 9, 1629, 6]	[475, 445, 8, 699]	[8, 475, 445, 592, 5]	[41, 535, 156, 12, 7, 178, 31, 193, 214, 4, 356, 603, 30, 24, 19, 15, 699, 5]
3282588_59_A1DJNUJZN8FE7N	train_swap	1	[178, 243, 871, 630, 487, 2442]	[178, 243, 871, 905, 487, 2442]	[51, 12, 97, 1288, 10, 610, 590, 12, 178, 243, 16, 3474, 9, 1629, 6]	[475, 445, 8, 699]	[8, 475, 445, 592, 5]	[41, 535, 156, 12, 7, 178, 31, 193, 214, 4, 356, 603, 30, 24, 19, 15, 699, 5]
9950119_0_A3TKD7EJ6BM0M5	train_swap	0	[22, 18, 11, 109, 2275, 425]	[22, 109, 2275, 425]	[3, 4565, 399, 113, 29, 86, 9, 3, 516, 8, 2275, 4, 1460, 69, 912, 6]	[86, 13, 21, 7, 142, 40, 3, 230]	[13, 86, 21, 7, 142, 40, 3, 230, 5]	[29, 233, 21, 102, 223, 87, 86, 465, 6, 51, 425, 252, 23, 31, 491, 6, 51, 447, 259, 19, 500, 6]
9950119_0_A3TKD7EJ6BM0M5	train_swap	1	[22, 109, 2275, 425]	[22, 18, 11, 109, 2275, 425]	[3, 4565, 399, 113, 29, 86, 9, 3, 516, 8, 2275, 4, 1460, 69, 912, 6]	[86, 13, 21, 7, 142, 40, 3, 230]	[13, 86, 21, 7, 142, 40, 3, 230, 5]	[29, 233, 21, 102, 223, 87, 86, 465, 6, 51, 425, 252, 23, 31, 491, 6, 51, 447, 259, 19, 500, 6]
7528422_0_AA7ASGQEOMKEZ	train_swap	1	[342, 60, 74, 10, 29, 592, 33, 3, 168, 1001]	[342, 60, 74, 10, 150, 592, 33, 3, 168, 1001]	[1112, 24, 2678, 40, 3191, 17, 3, 2628, 108, 7, 60, 435, 8, 389, 6]	[32, 27, 413]	[18, 32, 238, 27, 413, 5]	[13, 3, 129, 16, 30, 257, 93, 16, 155, 210, 413, 31, 1312, 14, 1250, 597, 6]
7528422_0_AA7ASGQEOMKEZ	train_swap	0	[342, 60, 74, 10, 150, 592, 33, 3, 168, 1001]	[342, 60, 74, 10, 29, 592, 33, 3, 168, 1001]	[1112, 24, 2678, 40, 3191, 17, 3, 2628, 108, 7, 60, 435, 8, 389, 6]	[32, 27, 413]	[18, 32, 238, 27, 413, 5]	[13, 3, 129, 16, 30, 257, 93, 16, 155, 210, 413, 31, 1312, 14, 1250, 597, 6]
11893023_0_A3TKD7EJ6BM0M5	train_swap	1	[3, 60, 111, 585, 215, 28, 7, 579, 1157, 71, 19, 154, 569, 1142]	[3, 60, 111, 11, 585, 215, 28, 7, 579, 1157, 71, 19, 154, 569, 1142]	[49, 8, 67, 579, 1157, 4, 2415, 65, 6]	[60, 13, 11, 352, 65]	[13, 3, 60, 352, 65, 5]	[13, 3, 60, 362, 65, 4, 539, 44, 443, 14, 723, 393, 16, 358, 306, 9, 172, 14, 3, 411, 9, 616, 5]
11893023_0_A3TKD7EJ6BM0M5	train_swap	0	[3, 60, 111, 11, 585, 215, 28, 7, 579, 1157, 71, 19, 154, 569, 1142]	[3, 60, 111, 585, 215, 28, 7, 579, 1157, 71, 19, 154, 569, 1142]	[49, 8, 67, 579, 1157, 4, 2415, 65, 6]	[60, 13, 11, 352, 65]	[13, 3, 60, 352, 65, 5]	[13, 3, 60, 362, 65, 4, 539, 44, 443, 14, 723, 393, 16, 358, 306, 9, 172, 14, 3, 411, 9, 616, 5]
6207424_0_A3PILUAB7LZGWQ	train_swap	0	[410, 2426, 208, 21, 260, 88, 38, 14, 114, 135]	[45, 2426, 208, 91, 21, 260, 88, 38, 14, 114, 135]	[2107, 3160, 21, 2435, 23, 2426, 262, 371, 7, 412, 12, 4647, 4, 3, 305, 129, 6]	[240, 262, 13, 11, 15, 85]	[24, 240, 208, 15, 38, 231, 5]	[13, 240, 262, 15, 85, 5, 3, 453, 9, 456, 12, 837, 676, 4, 29, 52, 106, 135, 6]
6207424_0_A3PILUAB7LZGWQ	train_swap	1	[45, 2426, 208, 91, 21, 260, 88, 38, 14, 114, 135]	[410, 2426, 208, 21, 260, 88, 38, 14, 114, 135]	[2107, 3160, 21, 2435, 23, 2426, 262, 371, 7, 412, 12, 4647, 4, 3, 305, 129, 6]	[240, 262, 13, 11, 15, 85]	[24, 240, 208, 15, 38, 231, 5]	[13, 240, 262, 15, 85, 5, 3, 453, 9, 456, 12, 837, 676, 4, 29, 52, 106, 135, 6]
11526420_122_A34QZDSTKZ3JO9	train_swap	0	[738, 164, 83, 138]	[426, 738, 18, 20, 83, 138]	[559, 116, 83, 24, 15, 769, 146, 55, 1727, 6]	[174, 559, 10, 11, 334]	[10, 174, 559, 334, 5]	[481, 7, 80, 176, 174, 1313, 722, 700, 55, 1377, 542, 16, 51, 10, 1350, 952, 19, 72, 284, 483, 4, 100, 559, 17, 191, 1405, 6]
11526420_122_A34QZDSTKZ3JO9	train_swap	1	[426, 738, 18, 20, 83, 138]	[738, 164, 83, 138]	[559, 116, 83, 24, 15, 769, 146, 55, 1727, 6]	[174, 559, 10, 11, 334]	[10, 174, 559, 334, 5]	[481, 7, 80, 176, 174, 1313, 722, 700, 55, 1377, 542, 16, 51, 10, 1350, 952, 19, 72, 284, 483, 4, 100, 559, 17, 191, 1405, 6]
6539424_272_A2GHGJP29KRWOQ	train_swap	0	[3, 37, 24, 11, 78, 97, 167, 811, 81, 26, 917, 87, 25, 110]	[3, 37, 24, 78, 97, 167, 811, 81, 26, 917, 87, 25, 110]	[322, 778, 248, 2909, 811, 6]	[59, 13, 78, 917, 28, 110]	[10, 322, 778, 267, 19, 5]	[13, 59, 1229, 1143, 9, 765, 4, 248, 89, 1161, 322, 811, 5, 30, 155, 7, 308, 291, 62, 1220, 179, 87, 3, 110, 5]
6539424_272_A2GHGJP29KRWOQ	train_swap	1	[3, 37, 24, 78, 97, 167, 811, 81, 26, 917, 87, 25, 110]	[3, 37, 24, 11, 78, 97, 167, 811, 81, 26, 917, 87, 25, 110]	[322, 778, 248, 2909, 811, 6]	[59, 13, 78, 917, 28, 110]	[10, 322, 778, 267, 19, 5]	[13, 59, 1229, 1143, 9, 765, 4, 248, 89, 1161, 322, 811, 5, 30, 155, 7, 308, 291, 62, 1220, 179, 87, 3, 110, 5]
7956728_212_A3C9GGDXBZW62D	train_swap	0	[34, 13, 2235, 28, 431, 50]	[34, 13, 11, 2235, 28, 431, 50]	[53, 344, 34, 4, 1158, 9, 4654, 6]	[32, 27, 53]	[18, 32, 72, 27, 53, 5]	[46, 10, 53, 14, 16, 9, 84, 13, 26, 200, 5]
7956728_212_A3C9GGDXBZW62D	train_swap	1	[34, 13, 11, 2235, 28, 431, 50]	[34, 13, 2235, 28, 431, 50]	[53, 344, 34, 4, 1158, 9, 4654, 6]	[32, 27, 53]	[18, 32, 72, 27, 53, 5]	[46, 10, 53, 14, 16, 9, 84, 13, 26, 200, 5]
2698616_0_A1CF6U3GF7DZEJ	train_swap	0	[278, 13, 436, 1271, 70, 17, 3, 695, 151]	[278, 8, 499, 4, 218, 70, 17, 3, 695, 151, 564]	[231, 36, 15, 3360, 12, 3, 4030, 9, 4607, 2930, 26, 27, 4, 1171, 17, 3, 695, 151, 71, 97, 74, 10, 235, 6]	[65, 27, 105, 74]	[18, 65, 27, 270, 295, 5]	[28, 105, 74, 77, 235, 40, 45, 245, 16, 46, 18, 34, 274, 4, 218, 5]
2698616_0_A1CF6U3GF7DZEJ	train_swap	1	[278, 8, 499, 4, 218, 70, 17, 3, 695, 151, 564]	[278, 13, 436, 1271, 70, 17, 3, 695, 151]	[231, 36, 15, 3360, 12, 3, 4030, 9, 4607, 2930, 26, 27, 4, 1171, 17, 3, 695, 151, 71, 97, 74, 10, 235, 6]	[65, 27, 105, 74]	[18, 65, 27, 270, 295, 5]	[28, 105, 74, 77, 235, 40, 45, 245, 16, 46, 18, 34, 274, 4, 218, 5]
4425815_162_A3PILUAB7LZGWQ	train_swap	1	[188, 288, 10, 1498, 201, 4, 2776, 40, 289, 147, 119]	[188, 288, 10, 11, 1498, 201, 4, 2776, 40, 289, 147, 119]	[38, 188, 288, 36, 488, 34, 4, 172, 308, 369, 9, 134, 6]	[188, 288, 10, 7, 429, 446, 14, 58, 34]	[10, 188, 288, 7, 657, 12, 104, 5]	[43, 3, 122, 251, 188, 288, 7, 875, 446, 14, 58, 34, 5, 8, 49, 7, 94, 75, 4, 1115, 294, 5]
4425815_162_A3PILUAB7LZGWQ	train_swap	0	[188, 288, 10, 11, 1498, 201, 4, 2776, 40, 289, 147, 119]	[188, 288, 10, 1498, 201, 4, 2776, 40, 289, 147, 119]	[38, 188, 288, 36, 488, 34, 4, 172, 308, 369, 9, 134, 6]	[188, 288, 10, 7, 429, 446, 14, 58, 34]	[10, 188, 288, 7, 657, 12, 104, 5]	[43, 3, 122, 251, 188, 288, 7, 875, 446, 14, 58, 34, 5, 8, 49, 7, 94, 75, 4, 1115, 294, 5]
6129077_395_A104V8NZIQFN2F	train_swap	1	[1782, 1756, 8, 11, 7, 615, 652]	[1782, 1756, 8, 7, 615, 652]	[462, 1209, 109, 2919, 9, 2752, 2378, 10, 3031, 28, 777, 6]	[160, 8, 38, 14, 66]	[8, 160, 38, 14, 66, 5]	[213, 51, 12, 73, 187, 112, 20, 346, 4, 15, 307, 6, 8, 3, 205, 38, 14, 66, 5]
6129077_395_A104V8NZIQFN2F	train_swap	0	[1782, 1756, 8, 7, 615, 652]	[1782, 1756, 8, 11, 7, 615, 652]	[462, 1209, 109, 2919, 9, 2752, 2378, 10, 3031, 28, 777, 6]	[160, 8, 38, 14, 66]	[8, 160, 38, 14, 66, 5]	[213, 51, 12, 73, 187, 112, 20, 346, 4, 15, 307, 6, 8, 3, 205, 38, 14, 66, 5]
12535548_0_A34QZDSTKZ3JO9	train_swap	0	[3, 2315, 12, 3, 2340, 36, 515]	[3, 2315, 12, 3, 2340, 221, 20, 515]	[90, 851, 36, 21, 1730, 2315, 12, 471, 2340, 6]	[471, 253, 36, 224, 3, 153]	[36, 471, 253, 224, 3, 153, 5]	[14, 47, 3, 1041, 210, 741, 35, 1050, 253, 16, 19, 31, 72, 1028, 873, 84, 9, 81, 19, 36, 21, 55, 639, 33, 114, 983, 439, 6]
12535548_0_A34QZDSTKZ3JO9	train_swap	1	[3, 2315, 12, 3, 2340, 221, 20, 515]	[3, 2315, 12, 3, 2340, 36, 515]	[90, 851, 36, 21, 1730, 2315, 12, 471, 2340, 6]	[471, 253, 36, 224, 3, 153]	[36, 471, 253, 224, 3, 153, 5]	[14, 47, 3, 1041, 210, 741, 35, 1050, 253, 16, 19, 31, 72, 1028, 873, 84, 9, 81, 19, 36, 21, 55, 639, 33, 114, 983, 439, 6]
12070390_173_A3TKD7EJ6BM0M5	train_swap	1	[89, 28, 3, 90, 68, 13, 56, 146, 1479, 233]	[89, 28, 3, 90, 68, 24, 199, 56, 146, 1479, 233]	[89, 28, 3, 90, 68, 36, 164, 585, 70, 33, 1391, 6]	[3, 80, 738, 8, 7, 75, 4, 1152, 46, 154, 627, 128]	[13, 759, 1703, 15, 14, 1806, 5]	[18, 80, 738, 2288, 137, 7, 75, 14, 22, 4, 56, 146, 1479, 233, 16, 30, 10, 26, 127, 680, 75, 4, 1152, 46, 154, 627, 128, 5]
12070390_173_A3TKD7EJ6BM0M5	train_swap	0	[89, 28, 3, 90, 68, 24, 199, 56, 146, 1479, 233]	[89, 28, 3, 90, 68, 13, 56, 146, 1479, 233]	[89, 28, 3, 90, 68, 36, 164, 585, 70, 33, 1391, 6]	[3, 80, 738, 8, 7, 75, 4, 1152, 46, 154, 627, 128]	[13, 759, 1703, 15, 14, 1806, 5]	[18, 80, 738, 2288, 137, 7, 75, 14, 22, 4, 56, 146, 1479, 233, 16, 30, 10, 26, 127, 680, 75, 4, 1152, 46, 154, 627, 128, 5]
4426679_537_A34QZDSTKZ3JO9	train_swap	1	[22, 24, 1093, 3, 1071, 601, 912, 9, 2406]	[22, 98, 20, 1093, 3, 1071, 601, 912, 9, 2406]	[188, 288, 801, 23, 4201, 16, 4555, 9, 1804, 24, 2261, 601, 912, 9, 2406, 6]	[188, 288, 10, 7, 429, 446, 14, 58, 34]	[10, 188, 288, 7, 657, 12, 104, 5]	[43, 3, 122, 251, 188, 288, 7, 875, 446, 14, 58, 34, 5, 8, 49, 7, 94, 75, 4, 1115, 294, 5]
4426679_537_A34QZDSTKZ3JO9	train_swap	0	[22, 98, 20, 1093, 3, 1071, 601, 912, 9, 2406]	[22, 24, 1093, 3, 1071, 601, 912, 9, 2406]	[188, 288, 801, 23, 4201, 16, 4555, 9, 1804, 24, 2261, 601, 912, 9, 2406, 6]	[188, 288, 10, 7, 429, 446, 14, 58, 34]	[10, 188, 288, 7, 657, 12, 104, 5]	[43, 3, 122, 251, 188, 288, 7, 875, 446, 14, 58, 34, 5, 8, 49, 7, 94, 75, 4, 1115, 294, 5]
5446557_184_A2OZTBCBOCHF9E	train_swap	0	[58, 34, 169, 283]	[58, 34, 10, 3236, 62, 25, 59]	[92, 22, 28, 68, 24, 361, 4, 15, 149, 348, 661, 51, 22, 27, 4, 83, 4, 169, 44, 487, 30, 165, 25, 1526, 6]	[149, 479, 265, 58, 34]	[18, 149, 180, 265, 58, 34, 5]	[13, 3, 60, 56, 496, 4, 145, 149, 348, 16, 30, 10, 180, 7, 269, 35, 269, 5]
5446557_184_A2OZTBCBOCHF9E	train_swap	1	[58, 34, 10, 3236, 62, 25, 59]	[58, 34, 169, 283]	[92, 22, 28, 68, 24, 361, 4, 15, 149, 348, 661, 51, 22, 27, 4, 83, 4, 169, 44, 487, 30, 165, 25, 1526, 6]	[149, 479, 265, 58, 34]	[18, 149, 180, 265, 58, 34, 5]	[13, 3, 60, 56, 496, 4, 145, 149, 348, 16, 30, 10, 180, 7, 269, 35, 269, 5]
4963738_276_AYFOAD75CRBKE	train_swap	0	[67, 247, 145, 50, 718, 467]	[247, 145, 50, 718, 467]	[2846, 8, 7, 387, 16, 11, 507, 654, 33, 969, 6]	[384, 13, 11, 145, 321]	[13, 384, 145, 3, 321, 5]	[13, 19, 15, 143, 14, 506, 4, 1048, 185, 794, 9, 872, 974, 1059, 5]
4963738_276_AYFOAD75CRBKE	train_swap	1	[247, 145, 50, 718, 467]	[67, 247, 145, 50, 718, 467]	[2846, 8, 7, 387, 16, 11, 507, 654, 33, 969, 6]	[384, 13, 11, 145, 321]	[13, 384, 145, 3, 321, 5]	[13, 19, 15, 143, 14, 506, 4, 1048, 185, 794, 9, 872, 974, 1059, 5]
7952666_0_A34QZDSTKZ3JO9	train_swap	0	[22, 18, 20, 92, 100, 892, 226, 97, 1278]	[22, 92, 100, 892, 226, 97, 1278]	[53, 36, 390, 3459, 226, 2165, 6]	[32, 27, 53]	[18, 32, 72, 27, 53, 5]	[46, 10, 53, 14, 16, 9, 84, 13, 26, 200, 5]
7952666_0_A34QZDSTKZ3JO9	train_swap	1	[22, 92, 100, 892, 226, 97, 1278]	[22, 18, 20, 92, 100, 892, 226, 97, 1278]	[53, 36, 390, 3459, 226, 2165, 6]	[32, 27, 53]	[18, 32, 72, 27, 53, 5]	[46, 10, 53, 14, 16, 9, 84, 13, 26, 200, 5]
11653691_291_A1DJNUJZN8FE7N	train_swap	0	[23, 154, 92, 1932, 175, 1969]	[23, 154, 755, 1932, 175, 1969]	[3537, 16, 3584, 16, 186, 9, 3530, 3308, 118, 17, 3674, 6]	[668, 35, 669, 1027, 98, 20, 214, 4, 884, 398]	[24, 668, 35, 669, 1027, 214, 4, 884, 398, 5]	[36, 7, 1637, 601, 669, 9, 668, 617, 3, 724, 12, 1058, 35, 1211, 398, 16, 225, 21, 1680, 39, 1621, 1698, 825, 1624, 1664, 5]
11653691_291_A1DJNUJZN8FE7N	train_swap	1	[23, 154, 755, 1932, 175, 1969]	[23, 154, 92, 1932, 175, 1969]	[3537, 16, 3584, 16, 186, 9, 3530, 3308, 118, 17, 3674, 6]	[668, 35, 669, 1027, 98, 20, 214, 4, 884, 398]	[24, 668, 35, 669, 1027, 214, 4, 884, 398, 5]	[36, 7, 1637, 601, 669, 9, 668, 617, 3, 724, 12, 1058, 35, 1211, 398, 16, 225, 21, 1680, 39, 1621, 1698, 825, 1624, 1664, 5]
10226499_137_A104V8NZIQFN2F	train_swap	1	[184, 10, 346, 70, 17, 3, 212, 12, 2851]	[184, 10, 11, 346, 70, 17, 3, 212, 12, 2851]	[3, 1695, 643, 3, 184, 18, 11, 370, 6]	[184, 10, 57, 88, 12, 7, 402]	[10, 184, 57, 88, 12, 7, 402, 5]	[18, 3, 216, 9, 788, 241, 12, 184, 513, 25, 211, 9, 216, 147, 5]
10226499_137_A104V8NZIQFN2F	train_swap	0	[184, 10, 11, 346, 70, 17, 3, 212, 12, 2851]	[184, 10, 346, 70, 17, 3, 212, 12, 2851]	[3, 1695, 643, 3, 184, 18, 11, 370, 6]	[184, 10, 57, 88, 12, 7, 402]	[10, 184, 57, 88, 12, 7, 402, 5]	[18, 3, 216, 9, 788, 241, 12, 184, 513, 25, 211, 9, 216, 147, 5]
3122701_455_APW9F8OTJ4KXO	train_swap	1	[916, 8, 77, 3797, 4, 69, 912, 16, 593, 10, 77, 251, 4, 857, 25, 596]	[593, 10, 11, 77, 251, 4, 857, 25, 596]	[80, 176, 192, 183, 10, 2226, 14, 3, 4217, 6]	[80, 176, 31, 192, 183, 10, 11, 132]	[10, 80, 176, 31, 192, 183, 132, 5]	[345, 666, 31, 674, 664, 647, 367, 6, 345, 673, 31, 8, 662, 3, 574, 12, 3, 261, 6, 46, 8, 3, 659, 108, 195, 5]
3122701_455_APW9F8OTJ4KXO	train_swap	0	[593, 10, 11, 77, 251, 4, 857, 25, 596]	[916, 8, 77, 3797, 4, 69, 912, 16, 593, 10, 77, 251, 4, 857, 25, 596]	[80, 176, 192, 183, 10, 2226, 14, 3, 4217, 6]	[80, 176, 31, 192, 183, 10, 11, 132]	[10, 80, 176, 31, 192, 183, 132, 5]	[345, 666, 31, 674, 664, 647, 367, 6, 345, 673, 31, 8, 662, 3, 574, 12, 3, 261, 6, 46, 8, 3, 659, 108, 195, 5]
11896947_661_A1HKYY6XI2OHO1	train_swap	1	[65, 10, 20, 34]	[65, 10, 1353, 4, 34]	[358, 327, 98, 20, 15, 1420, 6]	[60, 13, 11, 352, 65]	[13, 3, 60, 352, 65, 5]	[13, 3, 60, 362, 65, 4, 539, 44, 443, 14, 723, 393, 16, 358, 306, 9, 172, 14, 3, 411, 9, 616, 5]
11896947_661_A1HKYY6XI2OHO1	train_swap	0	[65, 10, 1353, 4, 34]	[65, 10, 20, 34]	[358, 327, 98, 20, 15, 1420, 6]	[60, 13, 11, 352, 65]	[13, 3, 60, 352, 65, 5]	[13, 3, 60, 362, 65, 4, 539, 44, 443, 14, 723, 393, 16, 358, 306, 9, 172, 14, 3, 411, 9, 616, 5]
5645380_0_A3TKD7EJ6BM0M5	train_swap	1	[1343, 58, 432, 36, 1721, 1725, 35, 807, 34, 48, 2007, 25, 115]	[1343, 58, 432, 221, 20, 1721, 1725, 35, 807, 34, 48, 2007, 25, 115]	[11, 66, 24, 15, 7, 2728, 30, 7, 1463, 9, 123, 1612, 1795, 12, 3659, 97, 1725, 807, 9, 3389, 34, 6]	[58, 11, 128, 14, 66]	[13, 58, 15, 14, 66, 5]	[13, 39, 45, 22, 39, 796, 15, 670, 4, 897, 58, 16, 30, 8, 3, 517, 12, 424, 115, 1881, 5]
5645380_0_A3TKD7EJ6BM0M5	train_swap	0	[1343, 58, 432, 221, 20, 1721, 1725, 35, 807, 34, 48, 2007, 25, 115]	[1343, 58, 432, 36, 1721, 1725, 35, 807, 34, 48, 2007, 25, 115]	[11, 66, 24, 15, 7, 2728, 30, 7, 1463, 9, 123, 1612, 1795, 12, 3659, 97, 1725, 807, 9, 3389, 34, 6]	[58, 11, 128, 14, 66]	[13, 58, 15, 14, 66, 5]	[13, 39, 45, 22, 39, 796, 15, 670, 4, 897, 58, 16, 30, 8, 3, 517, 12, 424, 115, 1881, 5]
6024130_356_A2OZTBCBOCHF9E	train_swap	1	[304, 2121, 43, 437, 102, 1064]	[304, 2121, 43, 102, 1064]	[7, 462, 205, 1533, 185, 304, 2121, 6]	[160, 8, 11, 38, 14, 66]	[8, 160, 38, 14, 66, 5]	[213, 51, 12, 73, 187, 112, 20, 346, 4, 15, 307, 6, 8, 3, 205, 38, 14, 66, 5]
6024130_356_A2OZTBCBOCHF9E	train_swap	0	[304, 2121, 43, 102, 1064]	[304, 2121, 43, 437, 102, 1064]	[7, 462, 205, 1533, 185, 304, 2121, 6]	[160, 8, 11, 38, 14, 66]	[8, 160, 38, 14, 66, 5]	[213, 51, 12, 73, 187, 112, 20, 346, 4, 15, 307, 6, 8, 3, 205, 38, 14, 66, 5]
